claim_id,ticker,call_date,horizon_end_date,claim_type,is_compustat_relevant,assertion_kind,candidate_fields,skipped_reason,verdict,n_citations,model,mode
LLY_20260204_f752a62a,LLY,2026-02-04,2026-12-31,numerical_guidance,True,magnitude,revtq,,not_yet_resolvable,1,gpt-4o-mini,verdict
LLY_20260204_4e13e32a,LLY,2026-02-04,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20260204_0213484b,LLY,2026-02-04,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20260204_ecc44d3c,LLY,2026-02-04,2026-12-31,numerical_guidance,True,magnitude,epsfxq,,not_yet_resolvable,1,gpt-4o-mini,verdict
LLY_20260204_01015e66,LLY,2026-02-04,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20260204_3ef2c414,LLY,2026-02-04,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20260204_1b60f36c,LLY,2026-02-04,2027-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20260204_41dd80f2,LLY,2026-02-04,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20260204_4892fffb,LLY,2026-02-04,2026-07-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20260430_00640634,LLY,2026-04-30,2026-12-31,numerical_guidance,True,magnitude,revtq,empty_panel,,0,gpt-4o-mini,verdict
LLY_20260430_b2092cc1,LLY,2026-04-30,2026-12-31,numerical_guidance,True,magnitude,revtq,empty_panel,,0,gpt-4o-mini,verdict
LLY_20260430_c85fa0a3,LLY,2026-04-30,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20260430_11450539,LLY,2026-04-30,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20260430_965bcff4,LLY,2026-04-30,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20260430_b6273187,LLY,2026-04-30,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20260430_b9d46c45,LLY,2026-04-30,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
LLY_20260430_2e3ecf08,LLY,2026-04-30,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20200129_dc0576fb,TSLA,2020-01-29,2020-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20200129_5bc50bb9,TSLA,2020-01-29,2022-01-29,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20200429_5bec32f8,TSLA,2020-04-29,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20200429_3f2c52c9,TSLA,2020-04-29,2020-07-29,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20200722_f47fe27b,TSLA,2020-07-22,2020-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20200722_3d2d5227,TSLA,2020-07-22,2022-01-22,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20200722_f5b9df4d,TSLA,2020-07-22,2021-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20200722_d4fd1694,TSLA,2020-07-22,2020-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20201021_a5697a87,TSLA,2020-10-21,2021-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20201021_68210085,TSLA,2020-10-21,2022-10-21,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20201021_1ee58ac9,TSLA,2020-10-21,2020-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20201021_72fd5a10,TSLA,2020-10-21,2021-12-31,capital_allocation,True,magnitude,capx_q,,verified,5,gpt-4o-mini,verdict
TSLA_20201021_b4d4bba1,TSLA,2020-10-21,2020-12-31,capital_allocation,True,magnitude,dltr_q,,contradicted,1,gpt-4o-mini,verdict
TSLA_20201021_565317a2,TSLA,2020-10-21,2020-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20201021_2a390d56,TSLA,2020-10-21,2021-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20201021_a882aa21,TSLA,2020-10-21,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210127_7a82cea9,TSLA,2021-01-27,2021-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210127_bed69506,TSLA,2021-01-27,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210127_ab5491f0,TSLA,2021-01-27,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210127_99912859,TSLA,2021-01-27,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210127_494bbcb6,TSLA,2021-01-27,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210127_2ec727d7,TSLA,2021-01-27,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210127_ee165bb3,TSLA,2021-01-27,2021-06-30,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210127_25ed1dea,TSLA,2021-01-27,2021-03-31,capital_allocation,True,magnitude,dltr_q,,contradicted,1,gpt-4o-mini,verdict
TSLA_20210127_e170a4a5,TSLA,2021-01-27,2021-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,2,gpt-4o-mini,verdict
TSLA_20210127_11eea356,TSLA,2021-01-27,2022-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,2,gpt-4o-mini,verdict
TSLA_20210127_dba552f6,TSLA,2021-01-27,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210127_19ca1cd7,TSLA,2021-01-27,2025-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210426_14e387c4,TSLA,2021-04-26,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210426_4ea2a4c3,TSLA,2021-04-26,2021-09-30,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210426_cbe2ea30,TSLA,2021-04-26,2021-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210426_9593a089,TSLA,2021-04-26,2021-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,2,gpt-4o-mini,verdict
TSLA_20210426_0aebe6b6,TSLA,2021-04-26,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210426_5301516c,TSLA,2021-04-26,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210426_09936bac,TSLA,2021-04-26,2022-10-26,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210726_24e849c7,TSLA,2021-07-26,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210726_066d66e4,TSLA,2021-07-26,2021-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210726_85610dd8,TSLA,2021-07-26,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210726_2e67e94c,TSLA,2021-07-26,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20210726_f98a93a9,TSLA,2021-07-26,2022-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,2,gpt-4o-mini,verdict
TSLA_20211020_103753d6,TSLA,2021-10-20,2021-12-31,numerical_guidance,True,magnitude,saleq,,verified,1,gpt-4o-mini,verdict
TSLA_20211020_ef9f4084,TSLA,2021-10-20,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220126_c7fa5525,TSLA,2022-01-26,2022-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220126_4bd4a829,TSLA,2022-01-26,2022-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,4,gpt-4o-mini,verdict
TSLA_20220126_6e2d239d,TSLA,2022-01-26,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220126_1d432c11,TSLA,2022-01-26,2022-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220420_fb64220e,TSLA,2022-04-20,2022-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,4,gpt-4o-mini,verdict
TSLA_20220420_ba0b0a1d,TSLA,2022-04-20,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220420_040021e9,TSLA,2022-04-20,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220420_1d024b82,TSLA,2022-04-20,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220420_a8fce4a0,TSLA,2022-04-20,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220720_9f354b01,TSLA,2022-07-20,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220720_382603c9,TSLA,2022-07-20,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220720_a2579c0e,TSLA,2022-07-20,2022-12-31,numerical_guidance,True,magnitude,saleq;revtq,,verified,3,gpt-4o-mini,verdict
TSLA_20220720_6ad61e51,TSLA,2022-07-20,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220720_baff5847,TSLA,2022-07-20,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220720_93398f41,TSLA,2022-07-20,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20220720_392723d4,TSLA,2022-07-20,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20221019_f8d83fa3,TSLA,2022-10-19,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20221019_ab8ca856,TSLA,2022-10-19,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20221019_73d007c6,TSLA,2022-10-19,2023-03-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20221019_c75c5e7e,TSLA,2022-10-19,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20221019_a8622975,TSLA,2022-10-19,2022-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20221019_aa8c8b90,TSLA,2022-10-19,2023-12-31,capital_allocation,True,magnitude,prstkc_q,,contradicted,5,gpt-4o-mini,verdict
TSLA_20230125_9e6642ed,TSLA,2023-01-25,2023-12-31,numerical_guidance,True,magnitude,revtq,,partially_verified,4,gpt-4o-mini,verdict
TSLA_20230125_8f9b4cae,TSLA,2023-01-25,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230125_5614305c,TSLA,2023-01-25,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230125_a398bf43,TSLA,2023-01-25,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230125_1a1a16ce,TSLA,2023-01-25,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230419_ed13b7b2,TSLA,2023-04-19,2023-05-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230419_efae9dab,TSLA,2023-04-19,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230419_7f197b81,TSLA,2023-04-19,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230419_afca2a2a,TSLA,2023-04-19,2024-04-19,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230419_061ef479,TSLA,2023-04-19,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230419_af6528db,TSLA,2023-04-19,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230419_e6a51f69,TSLA,2023-04-19,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230419_f8978c84,TSLA,2023-04-19,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230419_050e97e0,TSLA,2023-04-19,2023-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230719_d60f3080,TSLA,2023-07-19,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230719_d42d6d0d,TSLA,2023-07-19,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230719_677893e0,TSLA,2023-07-19,2023-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230719_b09b21b0,TSLA,2023-07-19,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20230719_4675f0b6,TSLA,2023-07-19,2024-12-31,capital_allocation,True,magnitude,xrdq;capx_q,,verified,12,gpt-4o-mini,verdict
TSLA_20230719_79f71594,TSLA,2023-07-19,2026-12-31,capital_allocation,True,both,capx_q,,not_yet_resolvable,11,gpt-4o-mini,verdict
TSLA_20231018_32e56757,TSLA,2023-10-18,2024-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20240124_e97e7533,TSLA,2024-01-24,2024-03-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20240124_c72f20f4,TSLA,2024-01-24,2024-12-31,capital_allocation,True,magnitude,capx_q,,verified,1,gpt-4o-mini,verdict
TSLA_20240124_bb0fbacd,TSLA,2024-01-24,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20240423_c00ad040,TSLA,2024-04-23,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20240423_5c6442fa,TSLA,2024-04-23,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20240423_8aa6c14e,TSLA,2024-04-23,2024-06-30,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20240423_3d5958b2,TSLA,2024-04-23,2024-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20240723_15e4580b,TSLA,2024-07-23,2025-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20241023_b271d694,TSLA,2024-10-23,2025-12-31,numerical_guidance,True,direction,saleq,,contradicted,2,gpt-4o-mini,verdict
TSLA_20241023_48cd1e40,TSLA,2024-10-23,2025-12-31,numerical_guidance,True,magnitude,saleq,,partially_verified,5,gpt-4o-mini,verdict
TSLA_20241023_bbb021a4,TSLA,2024-10-23,2025-03-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250129_b6784f09,TSLA,2025-01-29,2025-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250129_31a0631f,TSLA,2025-01-29,2025-12-31,capital_allocation,True,direction,capx_q,,contradicted,5,gpt-4o-mini,verdict
TSLA_20250129_30ef983a,TSLA,2025-01-29,2025-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250129_2f3bc122,TSLA,2025-01-29,2025-03-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250129_d0807d36,TSLA,2025-01-29,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250129_6becf1b8,TSLA,2025-01-29,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250422_524c7f33,TSLA,2025-04-22,2030-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250422_4f27001b,TSLA,2025-04-22,2030-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250422_c6157ee0,TSLA,2025-04-22,2025-12-31,capital_allocation,True,magnitude,capx_q,,contradicted,3,gpt-4o-mini,verdict
TSLA_20250422_932a8a4c,TSLA,2025-04-22,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250723_a7f9f5dc,TSLA,2025-07-23,2025-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250723_1d2c8efe,TSLA,2025-07-23,2030-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250723_e105c025,TSLA,2025-07-23,2030-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250723_5e20df0e,TSLA,2025-07-23,2025-12-31,capital_allocation,True,magnitude,capx_q,,contradicted,2,gpt-4o-mini,verdict
TSLA_20250723_282c6129,TSLA,2025-07-23,2025-10-23,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250723_ad9adba4,TSLA,2025-07-23,2030-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250723_05cd643b,TSLA,2025-07-23,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250723_2ddbcc5d,TSLA,2025-07-23,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250723_95f3c778,TSLA,2025-07-23,2025-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20250723_bedcd74c,TSLA,2025-07-23,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20251022_67c0a613,TSLA,2025-10-22,2026-12-31,capital_allocation,True,magnitude,capx_q,,not_yet_resolvable,2,gpt-4o-mini,verdict
TSLA_20251022_48ca48f5,TSLA,2025-10-22,2025-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20251022_732aa2f0,TSLA,2025-10-22,2026-06-30,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20251022_1892d6de,TSLA,2025-10-22,2027-10-22,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20260128_6d566be1,TSLA,2026-01-28,2026-12-31,capital_allocation,True,magnitude,capx_q,,not_yet_resolvable,1,gpt-4o-mini,verdict
TSLA_20260128_a8612c15,TSLA,2026-01-28,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20260128_35a61866,TSLA,2026-01-28,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20260128_c1c83485,TSLA,2026-01-28,2026-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20260128_843ab509,TSLA,2026-01-28,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20260128_4ebcfe85,TSLA,2026-01-28,2026-12-31,capital_allocation,True,magnitude,capx_q,,contradicted,1,gpt-4o-mini,verdict
TSLA_20260128_62e44d6b,TSLA,2026-01-28,2030-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20260128_0f3762b4,TSLA,2026-01-28,2029-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20260422_48bb1c6d,TSLA,2026-04-22,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20260422_b29080c8,TSLA,2026-04-22,2027-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20260422_dccff5b6,TSLA,2026-04-22,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20260422_60b899fc,TSLA,2026-04-22,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20260422_90830f12,TSLA,2026-04-22,2026-12-31,capital_allocation,False,none,,screen_false,,0,gpt-4o-mini,verdict
TSLA_20260422_dbe6be98,TSLA,2026-04-22,2027-12-31,numerical_guidance,False,none,,screen_false,,0,gpt-4o-mini,verdict
